name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,revenue_per_copy
Shashingo: Learn Japanese with Photography,2024-02-27,14012,19.99,229922.0,4.261561103643061,95,Indie,Autumn Pioneer,Autumn Pioneer,1632490,16.40893519840137
Hexguardian,2024-05-02,24896,11.99,227666.0,16.151996485734074,84,Indie,Yogscast Games,Split Second Games,2381740,9.144681876606684
Modern Pink Elf RPG,2024-02-02,24006,11.99,227642.0,3.399177167134526,88,Indie,"Remtairy,CursedAtelier",Warshop,2745710,9.482712655169541
Internet Cafe Evolution,2024-04-19,18075,14.99,225541.0,18.29526412534356,80,Indie,Tiny Flame Games,Tiny Flame Games,2600600,12.478063623789765
Primitive Society Simulator,2024-02-26,13359,19.99,224409.0,23.152544840566616,84,Indie,YSH Games,YSH BigDove,1876880,16.798338198966988
Dystopika,2024-06-21,38869,6.99,224151.0,2.4823713745397766,97,Indie,"Voids Within,UNIKAT Label",Voids Within,2379910,5.7668321798862845
Transformative Summer: Life with a TS Companion,2024-08-23,16175,16.99,223483.0,1.763499267186479,90,Indie,"HENTAI Plan,OTAKU Plan",88Danuki,2891040,13.816568778979907
Bare Witness,2024-07-20,22016,12.99,223470.0,8.570352837139355,95,Indie,AlterWorlds,AlterWorlds,2387380,10.150345203488373
Blockbuster Inc.,2024-06-06,10529,24.99,222603.0,7.775502852784427,53,Indie,Ancient Forge,Super Sly Fox,1793090,21.141893817076646
GUARDS!,2024-03-01,19148,14.99,222412.0,3.8115169276491287,73,Indie,WYLDERZONE,"WYLDERZONE,Lowkey GameDev",2514460,11.61541675370796
HAWKED,2024-02-15,162606,0.0,221326.0,11.438980059315815,55,Indie,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES,1955960,1.3611182859181088
TIEBREAK: Official game of the ATP and WTA,2024-08-22,6854,49.99,220924.0,14.886697995640557,75,AA,Nacon,Big Ant Studios,2264340,32.23285672599942
Builders of Greece,2024-02-27,14537,19.99,220170.0,9.287106790328828,0,Indie,"CreativeForge Games,PlayWay S.A.","BLUM Entertainment,Strategy Labs",1273100,15.145490816537112
Chasing Sunsets,2024-08-18,25621,14.99,219632.0,14.334402971391173,94,Indie,Stone Fox Studios,Stone Fox Studios,1783110,8.572342999882908
Capes,2024-05-29,7019,39.99,218599.0,18.1841439121085,0,AA,Daedalic Entertainment,Spitfire Interactive,2081080,31.143895141758087
Path of Achra,2024-05-07,26939,9.99,218518.0,28.54435664963007,99,Indie,Slouching Beast LLC,Ulfsire,2128270,8.11158543375775
Sisters: Last Day of Summer,2024-06-03,10528,24.99,218069.0,2.863190329208691,84,Indie,JAST,Jellyfish,2781750,20.713240881458965
Three Kingdoms: Innovatory,2024-01-31,26571,13.99,218047.0,20.12410684801021,76,Indie,Moment HK,瞬息万变工作室,2340500,8.206202250573934
ExoCross,2024-07-22,8226,39.99,217345.0,5.42370667094399,70,Indie,"iRacing.com Motorsport Simulations,iRacing","iRacing.com Motorsport Simulations,iRacing",773840,26.421711646000485
Angel at Dusk,2024-01-12,20643,14.99,217085.0,10.783586495954678,99,Indie,"Henteko Doujin,Sanuk Inc.",Akiragoya,1405500,10.516155597539118
Sex Formula,2024-09-05,6030,39.99,217025.0,1.3852123208746496,77,Indie,MIGI STUDIO,MIGI STUDIO,2889660,35.99087893864013
CaseCracker2,2024-05-16,21864,11.99,216851.0,5.844877721759396,95,Indie,NPC Entertainment,BlackRobe,2294450,9.918175997072813
Coreborn,2024-06-19,14796,13.99,216265.0,30.494220097898072,67,Indie,Blankhans,Blankhans,1926090,14.616450391997837
HEART of CROWN Online,2024-04-23,13112,19.99,215401.0,10.997180274952369,81,Indie,Japanime Digital,"illuCalab,FLIPFLOPs",1883000,16.427776082977424
Stargate: Timekeepers,2024-01-23,7991,29.99,214688.0,5.441417976196167,58,AA,Slitherine Ltd.,Slitherine Ltd.,1523650,26.866224502565387
Vae Victis - Khan,2024-03-01,16129,14.99,214566.0,10.44505482765064,83,Indie,Doorknob22,Doorknob22,2540230,13.303118606237213
Sucker for Love: Date to Die For,2024-04-23,19772,12.99,213201.0,3.8826264044692698,0,Indie,DreadXP,Akabaka,2240790,10.782975925551284
Tchia,2024-03-21,11684,29.99,212197.0,7.90778295224673,0,Indie,Kepler Interactive,Awaceb,1496590,18.16133173570695
Love n Life: Lucky Teacher,2024-01-31,38777,8.99,210967.0,4.0441084681223565,0,Indie,Reborn Entertainment,Reborn Entertainment,2445340,5.440518864275215
Tour de France 2024,2024-06-06,5833,39.99,208625.0,20.921704466723124,72,AA,Nacon,Cyanide Studio,2494340,35.766329504543116
Nancy Drew®: Mystery of the Seven Keys™,2024-06-20,7242,32.0,208569.0,7.070747407547764,60,Indie,HeR Interactive,HeR Interactive,1926590,28.799917149958574
Project MIKHAIL: A Muv-Luv War Story,2024-04-26,15338,19.99,208558.0,21.58182968869664,55,Indie,aNCHOR Inc.,"aNCHOR Inc.,fuzz, Inc.",1557480,13.5974703351154
The DeLuca Family - Season 1,2024-02-27,16425,15.99,207588.0,12.18923439084038,83,Indie,MemoGaming,MemoGaming,2814610,12.638538812785388
Mini Airways,2024-07-30,24705,9.99,207390.0,6.443859027040861,0,Indie,Erabit,CCC Games,2289650,8.394656952034001
JudgeSim,2024-07-16,33281,6.99,206875.0,3.020822486072547,0,Indie,DelusionArt Studio,DelusionArt Studio,2919660,6.216009134340915
江湖客栈-The Jianghu,2024-08-31,51896,0.0,205131.0,260.3405090672399,61,Indie,Path,『風林火山』工作室,1881610,3.9527323878526284
The Bathhouse | 地獄銭湯 Restored Edition,2024-08-09,28170,7.99,202570.0,2.4106187515297246,92,Indie,Chilla's Art,Chilla's Art,2989950,7.190983315583955
Shipwrecked 64,2024-01-01,26225,7.99,202048.0,7.407742826442237,96,Indie,Cogware Games,"Squeaks D'Corgeh,Cogware Games",2160220,7.704404194470925
Shadow of the Depth,2024-04-22,16453,14.99,201940.0,8.217366605525815,72,Indie,ChillyRoom,ChillyRoom,2100150,12.273749468182094
Subterrain: Mines of Titan,2024-03-12,12552,19.99,200632.0,15.648462349326858,0,Indie,indie.io,Pixellore Inc,1573100,15.984066284257489
Chill Pulse,2024-05-02,51928,4.99,199035.0,31.10197244558289,95,Indie,Catos Game,Catos Game,2826180,3.832903250654753
CONVRGENCE,2024-04-22,12366,19.99,198731.0,5.466555952304595,81,Indie,Monkey-With-a-Bomb,Monkey-With-a-Bomb,2609610,16.070758531457223
A Day Out,2024-06-27,20883,9.99,198689.0,5.069955151525373,80,Indie,KevTheDev,"KevTheDev,gamesbychris",1547670,9.514389694967198
Arzette: The Jewel of Faramore,2024-02-13,12464,19.99,198058.0,4.056923806623435,97,Indie,Limited Run Games,Seedy Eye Software,1924780,15.890404364569962
Colony City 27λ,2024-03-26,21646,10.99,197843.0,4.235837414783542,90,Indie,Playmeow,Bunny Eats Tiger,2442410,9.139933475006929
Smash Girls,2024-06-25,21519,10.99,197661.0,1.62018681861316,84,Indie,"Mango Party,Mango Party News",18bitStudio,2822030,9.185417537989684
彷徨之街 The Street of Adrift,2024-05-20,34730,11.99,195942.0,9.590101408610204,76,Indie,LoveStoryProject,Caramel-Mocha Studio,1672670,5.641865822055859
Corsairs Legacy - Pirate Action RPG & Sea Battles,2024-01-30,13511,17.99,195795.0,2.5949174590740385,70,Indie,Mauris Games OU,Mauris,1594880,14.491525423728813
4D Golf,2024-03-22,10052,19.99,195440.0,6.548743445908296,99,Indie,CodeParade,CodeParade,2147950,19.44289693593315
Diluvian Winds,2024-04-25,13936,17.99,194382.0,5.081085619181385,77,Indie,"Goblinz Publishing,IndieArk",Alambik Studio,1561040,13.948191733639495
Rocksmith+,2024-06-06,35660,0.0,193594.0,3.87375145779168,11,AAA,Ubisoft,"Ubisoft San Francisco,Ubisoft Osaka,Ubisoft Bucharest,Ubisoft Pune",2834910,5.428883903533371
How to lose one's virginity,2024-04-25,19576,11.99,193532.0,4.968943677656601,86,Indie,VisualPointG,VisualPointG,2578880,9.886187167960768
Cozy Caravan,2024-05-16,11142,19.99,191108.0,6.822617789074972,0,Indie,5 Lives Studios,5 Lives Studios,2788520,17.15203733620535
Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,2024-06-27,27719,7.99,189258.0,2.660770403074175,97,Indie,Alice Publication,No.7 Void Mine,3012420,6.827735488293229
道衍诀,2024-05-08,19716,11.99,188260.0,8.306483637567908,66,Indie,宁德动游网络科技有限公司,宁德动游网络科技有限公司,1951220,9.5485899776831
Beat Hazard 3,2024-06-22,13179,18.99,187908.0,13.222661214210484,89,Indie,Cold Beam Games,Cold Beam Games,1493520,14.25813794673344
Final Factory,2024-04-09,10896,18.99,186670.0,20.93961115219039,83,Indie,Never Games Limited,Never Games Limited,1383150,17.13197503671072
Figure Adventure,2024-06-24,31641,0.0,184743.0,12.205608791220538,0,Indie,Figure Fantasy,Figure Fantasy,2996570,5.838721911444012
Yellow Taxi Goes Vroom,2024-04-09,13798,16.99,184444.0,6.573973275788298,99,Indie,"Xelu,Those Awesome Guys",Panik Arcade,2011780,13.3674445571822
Galaxy Burger,2024-08-23,21079,11.99,183781.0,5.290148096748573,95,Indie,Galactic Workshop,Galactic Workshop,2749770,8.718677356610845
BROKE PROTOCOL: Online City RPG,2024-06-26,98931,9.99,183531.0,9.725358535580774,75,Indie,Cylinder Studios,Cylinder Studios,696370,1.855141462231252
WitchHand,2024-02-07,18046,11.99,182797.0,11.343093374261317,0,Indie,HopFrog,Jon Nielsen,2420880,10.129502382799512
Arctic Eggs,2024-05-16,24972,9.99,182249.0,1.8052762578319173,97,Indie,CRITICAL REFLEX,"The Water Museum,cockydoody,abmarnie,Cameron Ginex",2763670,7.298133909979176
No Creeps Were Harmed TD,2024-07-27,14452,19.99,181284.0,16.714114619980005,91,Indie,MinMax Games Ltd.,MinMax Games Ltd.,1932260,12.543869360642125
Zoria: Age of Shattering,2024-03-07,9307,24.99,180957.0,17.806999014427912,80,Indie,"Anshar Publishing,Surefire.Games",Tiny Trinket Games,1159090,19.443107338562374
FRONT MISSION 2: Remake,2024-04-30,6960,34.99,180254.0,21.095318096281108,63,Indie,Forever Entertainment S. A.,Storm Trident S.A.,2865440,25.898563218390805
Having a HARD Time,2024-02-12,16580,12.99,180236.0,5.873573137485592,96,Indie,Quadruple-Q,Quadruple-Q,2420460,10.870687575392038
"Island, Sex & Survival",2024-06-25,16201,12.99,179792.0,2.754190616196808,77,Indie,Alice Publication,無人島觀光促進會,2911250,11.097586568730325
Sheryl ~The Alchemist of the Island Ruins~,2024-04-19,13210,17.99,179743.0,5.946683096741738,85,Indie,Kagura Games,Pakkuri Paradise,2787300,13.606585919757759
"OPPAI Succubus Academy Sucky and Busty, Demonic and Lusty!",2024-07-31,4993,39.99,179703.0,4.523793592123041,92,Indie,Frontwing USA,Milkfactory,2854170,35.99098738233527
Computer Repair Shop,2024-01-12,22799,9.99,179631.0,4.467348573895426,0,Indie,Cheesecake Dev,Cheesecake Dev,2479290,7.878898197289355
KeepUp Survival,2024-03-05,23894,8.99,179352.0,8.238716732494117,68,Indie,Witte Studio,Witte Studio,1524630,7.506152172093413
Folie Fatale,2024-05-30,38408,5.99,178996.0,3.636514388975916,90,Indie,346lab Localization,Kanmidoko (神海処),2734450,4.660383253488856
Baten Kaitos I & II HD Remaster,2024-06-17,4662,49.99,178950.0,13.164837272057364,84,AAA,Bandai Namco Entertainment,"logicalbeat Co., Ltd.",2146170,38.384813384813384
Farlands,2024-07-24,14440,14.99,177736.0,4.881503287831916,95,Indie,JanduSoft,"JanduSoft,Eric Rodríguez",2252680,12.308587257617729
B.E.S.T,2024-01-18,18098,11.99,176781.0,3.8147019706556926,75,Indie,Dolydev,Dolyla,2404390,9.76798541275279
Kukoro: Stream chat games,2024-02-02,61373,5.99,175228.0,17.006639023780735,98,Indie,HeyNau,HeyNau,1166990,2.855131735453701
Backrooms Rec.,2024-03-06,20159,9.99,175194.0,1.9294587589570893,72,Indie,Liminal Logic,Liminal Logic,2275020,8.69060965325661
Old Market Simulator,2024-05-21,25461,9.99,174298.0,8.685694388370663,93,Indie,"Alcedo Games,Gamersky Games",Alcedo Games,2878420,6.845685558304859
Fleshlight Squad - Fleshlightize -,2024-01-12,14773,14.99,174069.0,2.14888170402484,83,Indie,072 Project,ちゃおいずむ,2588590,11.782914776957965
